StCoFIPS,hw1_min_frequency,hw1_min_duration,hw1_min_intensity,hw1_mean_frequency,hw1_mean_duration,hw1_mean_intensity,hw1_max_frequency,hw1_max_duration,hw1_max_intensity,hw3_min_frequency,hw3_min_duration,hw3_min_intensity,hw3_mean_frequency,hw3_mean_duration,hw3_mean_intensity,hw3_max_frequency,hw3_max_duration,hw3_max_intensity,hw5_min_frequency,hw5_min_duration,hw5_min_intensity,hw5_mean_frequency,hw5_mean_duration,hw5_mean_intensity,hw5_max_frequency,hw5_max_duration,hw5_max_intensity
01065,70,2.3142857142857145,24.39470667189953,68,2.3676470588235294,28.458542717086836,102,1.5980392156862746,34.699684640522875,22,4.818181818181818,24.568157592407594,27,4.037037037037037,28.645033509700177,15,4.066666666666666,35.05985555555556,10,6.4,24.611696703296705,8,5.625,28.906363095238095,4,5.5,35.228
01067,73,2.232876712328767,24.16398097412481,62,2.629032258064516,27.811170506912443,104,1.5480769230769231,34.185661858974356,16,5.875,24.383788194444445,21,5.238095238095238,27.97417006802721,16,3.625,34.536177083333335,9,7.888888888888889,24.54006790123457,10,7.4,28.117757142857144,2,6.5,34.593999999999994
01069,73,2.232876712328767,24.2773396637609,70,2.357142857142857,27.826601473922903,109,1.4770642201834863,34.295603975535165,16,5.625,24.51911221590909,21,4.9523809523809526,28.02200491307634,13,3.5384615384615383,34.59583333333333,9,7.222222222222222,24.630829124579126,9,7.444444444444445,28.162641093474427,2,5.5,34.740833333333335
01071,71,2.267605633802817,23.0730511859033,77,2.142857142857143,27.138615491651205,105,1.5333333333333334,33.21570952380952,21,4.809523809523809,23.354839723768297,22,4.545454545454546,27.420381493506493,14,3.5714285714285716,33.459607142857145,10,6.7,23.319246753246752,8,6.625,27.680215773809525,2,5,33.936
01073,74,2.175675675675676,23.40453548028548,71,2.267605633802817,27.646268276324616,101,1.5940594059405941,34.06004785478548,17,5.176470588235294,23.635625031830912,16,5.5625,27.924690476190477,12,3.75,34.39456944444444,7,8.142857142857142,23.764256029684603,8,7.75,28.032922619047618,3,5,34.598
01075,78,2.0641025641025643,23.86824929557622,63,2.5555555555555554,28.16037043335853,98,1.653061224489796,34.4175119047619,15,5.533333333333333,23.982896336996337,18,5.777777777777778,28.397963183421517,17,3.764705882352941,34.77212745098039,5,10,24.190522344322343,10,7.8,28.470417063492064,4,5,35.215500000000006
01077,76,2.1315789473684212,23.59212659489633,65,2.4923076923076923,27.72267509157509,99,1.6464646464646464,33.87448484848485,20,4.65,23.77208106060606,21,4.809523809523809,27.97804195011338,18,3.5555555555555554,34.263555555555556,6,7.333333333333333,24.04513131313131,10,6.4,28.201304761904762,3,5.333333333333333,34.55522222222222
01079,76,2.1315789473684212,23.649456714982644,60,2.7,27.679601785714286,92,1.75,33.84107608695652,20,4.85,23.786185516934047,21,5.095238095238095,27.87529081632653,19,3.6315789473684212,34.04836842105263,6,8.5,24.081312834224597,10,7,28.06052738095238,3,6,34.57633333333333
01081,65,2.476923076923077,23.485494570386876,72,2.2916666666666665,27.56057732583774,103,1.5631067961165048,33.9327572815534,18,5.444444444444445,23.731785948619283,19,5,27.725345655806183,12,3.5833333333333335,34.288666666666664,10,7.3,23.863048040848042,10,6.4,27.876740079365078,2,5,34.122
01083,73,2.232876712328767,23.582485678704856,65,2.5076923076923077,27.523367155067156,98,1.6428571428571428,33.52670918367347,21,4.428571428571429,23.71125974025974,24,4.666666666666667,27.66724437830688,15,3.6666666666666665,33.7055,7,6.714285714285714,23.987588744588745,11,6.454545454545454,27.8651240981241,2,6.5,34.483333333333334
01085,74,2.22972972972973,24.114250066242715,67,2.4328358208955225,28.07724129353234,101,1.603960396039604,34.51444719471947,16,5.75,24.34371905637255,20,5.15,28.285758333333334,17,3.6470588235294117,34.862303921568625,9,7.555555555555555,24.43587091503268,11,6.545454545454546,28.392060606060607,3,5,34.9
01087,73,2.219178082191781,23.86788252614965,71,2.267605633802817,27.85200463894478,108,1.4907407407407407,34.15229320987655,17,5.588235294117647,24.117083788760258,19,4.894736842105263,28.023017335004177,12,3.6666666666666665,34.62272222222222,8,8.25,24.345157217782216,8,6.5,28.255187003968253,3,5,34.482
01089,75,2.1466666666666665,23.342384040404042,64,2.53125,27.472123139880953,104,1.5961538461538463,33.6492796474359,18,5,23.49132239057239,21,5.142857142857143,27.681232426303854,17,3.6470588235294117,33.78676960784314,10,6.3,23.576130303030304,11,7,27.78280735930736,3,6,34.21641666666667
01091,64,2.5625,24.409994047619048,69,2.36231884057971,28.403580400276052,98,1.663265306122449,34.74002696793003,18,5.833333333333333,24.643589947089946,24,4.208333333333333,28.592793650793652,17,4,35.06221428571428,10,7.7,24.683961904761905,8,5.75,28.801505952380953,4,5.5,35.19128571428571
