StCoFIPS,month,season,n_days,total_days,pct_days
08097,1,Cold,31,31,1
08097,2,Cold,28,28,1
08097,3,Temperate,18,31,0.5806451612903226
08097,4,Temperate,30,30,1
08097,5,Temperate,25,31,0.8064516129032258
08097,6,Warm,30,30,1
08097,7,Warm,31,31,1
08097,8,Warm,31,31,1
08097,9,Warm,30,30,1
08097,10,Temperate,30,31,0.967741935483871
08097,11,Cold,18,30,0.6
08097,12,Cold,31,31,1
08099,1,Cold,31,31,1
08099,2,Cold,28,28,1
08099,3,Temperate,27,31,0.8709677419354839
08099,4,Temperate,30,30,1
08099,5,Warm,19,31,0.6129032258064516
08099,6,Warm,30,30,1
08099,7,Warm,31,31,1
08099,8,Warm,31,31,1
08099,9,Warm,29,30,0.9666666666666667
08099,10,Temperate,28,31,0.9032258064516129
08099,11,Cold,17,30,0.5666666666666667
08099,12,Cold,31,31,1
08101,1,Cold,31,31,1
08101,2,Cold,28,28,1
08101,3,Temperate,25,31,0.8064516129032258
08101,4,Temperate,30,30,1
08101,5,Warm,16,31,0.5161290322580645
08101,6,Warm,30,30,1
08101,7,Warm,31,31,1
08101,8,Warm,31,31,1
08101,9,Warm,30,30,1
08101,10,Temperate,29,31,0.9354838709677419
08101,11,Cold,15,30,0.5
08101,12,Cold,31,31,1
08103,1,Cold,31,31,1
08103,2,Cold,28,28,1
08103,3,Temperate,26,31,0.8387096774193549
08103,4,Temperate,30,30,1
08103,5,Warm,18,31,0.5806451612903226
08103,6,Warm,30,30,1
08103,7,Warm,31,31,1
08103,8,Warm,31,31,1
08103,9,Warm,30,30,1
08103,10,Temperate,30,31,0.967741935483871
08103,11,Cold,17,30,0.5666666666666667
08103,12,Cold,31,31,1
08105,1,Cold,31,31,1
08105,2,Cold,28,28,1
08105,3,Temperate,21,31,0.6774193548387096
08105,4,Temperate,30,30,1
08105,5,Temperate,22,31,0.7096774193548387
08105,6,Warm,30,30,1
08105,7,Warm,31,31,1
08105,8,Warm,31,31,1
08105,9,Warm,30,30,1
08105,10,Temperate,29,31,0.9354838709677419
08105,11,Cold,18,30,0.6
08105,12,Cold,31,31,1
08107,1,Cold,31,31,1
08107,2,Cold,28,28,1
08107,3,Temperate,21,31,0.6774193548387096
08107,4,Temperate,30,30,1
08107,5,Warm,18,31,0.5806451612903226
08107,6,Warm,30,30,1
08107,7,Warm,31,31,1
08107,8,Warm,31,31,1
08107,9,Warm,30,30,1
08107,10,Temperate,30,31,0.967741935483871
08107,11,Cold,17,30,0.5666666666666667
08107,12,Cold,31,31,1
08109,1,Cold,31,31,1
08109,2,Cold,28,28,1
08109,3,Temperate,22,31,0.7096774193548387
08109,4,Temperate,30,30,1
08109,5,Temperate,23,31,0.7419354838709677
08109,6,Warm,30,30,1
08109,7,Warm,31,31,1
08109,8,Warm,31,31,1
08109,9,Warm,30,30,1
08109,10,Temperate,30,31,0.967741935483871
08109,11,Cold,19,30,0.6333333333333333
08109,12,Cold,31,31,1
08111,1,Cold,31,31,1
08111,2,Cold,28,28,1
08111,3,Cold,26,31,0.8387096774193549
08111,4,Temperate,30,30,1
08111,5,Temperate,29,31,0.9354838709677419
08111,6,Warm,30,30,1
08111,7,Warm,31,31,1
08111,8,Warm,31,31,1
08111,9,Warm,28,30,0.9333333333333333
08111,10,Temperate,30,31,0.967741935483871
08111,11,Cold,19,30,0.6333333333333333
08111,12,Cold,31,31,1
08113,1,Cold,31,31,1
08113,2,Cold,28,28,1
08113,3,Cold,27,31,0.8709677419354839
08113,4,Temperate,30,30,1
08113,5,Temperate,27,31,0.8709677419354839
08113,6,Warm,30,30,1
08113,7,Warm,31,31,1
08113,8,Warm,31,31,1
08113,9,Warm,28,30,0.9333333333333333
08113,10,Temperate,30,31,0.967741935483871
08113,11,Cold,19,30,0.6333333333333333
08113,12,Cold,31,31,1
08115,1,Cold,31,31,1
08115,2,Cold,28,28,1
08115,3,Temperate,26,31,0.8387096774193549
08115,4,Temperate,30,30,1
08115,5,Temperate,17,31,0.5483870967741935
08115,6,Warm,30,30,1
08115,7,Warm,31,31,1
08115,8,Warm,31,31,1
08115,9,Warm,27,30,0.9
08115,10,Temperate,31,31,1
08115,11,Cold,17,30,0.5666666666666667
08115,12,Cold,31,31,1
08117,1,Cold,31,31,1
08117,2,Cold,28,28,1
08117,3,Temperate,20,31,0.6451612903225806
08117,4,Temperate,30,30,1
08117,5,Temperate,25,31,0.8064516129032258
08117,6,Warm,30,30,1
08117,7,Warm,31,31,1
08117,8,Warm,31,31,1
08117,9,Warm,30,30,1
08117,10,Temperate,30,31,0.967741935483871
08117,11,Cold,20,30,0.6666666666666666
08117,12,Cold,31,31,1
08119,1,Cold,31,31,1
08119,2,Cold,28,28,1
08119,3,Cold,18,31,0.5806451612903226
08119,4,Temperate,30,30,1
08119,5,Temperate,22,31,0.7096774193548387
08119,6,Warm,30,30,1
08119,7,Warm,31,31,1
08119,8,Warm,31,31,1
08119,9,Warm,29,30,0.9666666666666667
08119,10,Temperate,29,31,0.9354838709677419
08119,11,Cold,20,30,0.6666666666666666
08119,12,Cold,31,31,1
08121,1,Cold,31,31,1
08121,2,Cold,28,28,1
08121,3,Temperate,27,31,0.8709677419354839
08121,4,Temperate,30,30,1
08121,5,Warm,18,31,0.5806451612903226
08121,6,Warm,30,30,1
08121,7,Warm,31,31,1
08121,8,Warm,31,31,1
08121,9,Warm,29,30,0.9666666666666667
08121,10,Temperate,30,31,0.967741935483871
08121,11,Cold,16,30,0.5333333333333333
08121,12,Cold,31,31,1
08123,1,Cold,31,31,1
08123,2,Cold,28,28,1
08123,3,Temperate,26,31,0.8387096774193549
08123,4,Temperate,30,30,1
08123,5,Warm,16,31,0.5161290322580645
08123,6,Warm,30,30,1
08123,7,Warm,31,31,1
08123,8,Warm,31,31,1
08123,9,Warm,28,30,0.9333333333333333
08123,10,Temperate,31,31,1
08123,11,Cold,17,30,0.5666666666666667
08123,12,Cold,31,31,1
08125,1,Cold,31,31,1
08125,2,Cold,28,28,1
08125,3,Temperate,27,31,0.8709677419354839
08125,4,Temperate,30,30,1
08125,5,Warm,18,31,0.5806451612903226
08125,6,Warm,30,30,1
08125,7,Warm,31,31,1
08125,8,Warm,31,31,1
08125,9,Warm,28,30,0.9333333333333333
08125,10,Temperate,31,31,1
08125,11,Cold,17,30,0.5666666666666667
08125,12,Cold,31,31,1
09001,1,Cold,31,31,1
09001,2,Cold,28,28,1
09001,3,Cold,29,31,0.9354838709677419
09001,4,Temperate,29,30,0.9666666666666667
09001,5,Temperate,23,31,0.7419354838709677
09001,6,Warm,30,30,1
09001,7,Warm,31,31,1
09001,8,Warm,31,31,1
09001,9,Warm,28,30,0.9333333333333333
09001,10,Temperate,31,31,1
09001,11,Cold,16,30,0.5333333333333333
09001,12,Cold,31,31,1
09003,1,Cold,31,31,1
09003,2,Cold,28,28,1
09003,3,Cold,27,31,0.8709677419354839
09003,4,Temperate,29,30,0.9666666666666667
09003,5,Temperate,21,31,0.6774193548387096
09003,6,Warm,30,30,1
09003,7,Warm,31,31,1
09003,8,Warm,31,31,1
09003,9,Warm,28,30,0.9333333333333333
09003,10,Temperate,31,31,1
09003,11,Cold,16,30,0.5333333333333333
09003,12,Cold,31,31,1
09005,1,Cold,31,31,1
09005,2,Cold,28,28,1
09005,3,Cold,27,31,0.8709677419354839
09005,4,Temperate,29,30,0.9666666666666667
09005,5,Temperate,22,31,0.7096774193548387
09005,6,Warm,30,30,1
09005,7,Warm,31,31,1
09005,8,Warm,31,31,1
09005,9,Warm,28,30,0.9333333333333333
09005,10,Temperate,31,31,1
09005,11,Cold,16,30,0.5333333333333333
09005,12,Cold,31,31,1
09007,1,Cold,31,31,1
09007,2,Cold,28,28,1
09007,3,Cold,29,31,0.9354838709677419
09007,4,Temperate,29,30,0.9666666666666667
09007,5,Temperate,23,31,0.7419354838709677
09007,6,Warm,30,30,1
09007,7,Warm,31,31,1
09007,8,Warm,31,31,1
09007,9,Warm,29,30,0.9666666666666667
09007,10,Temperate,31,31,1
09007,11,Cold,15,30,0.5
09007,12,Cold,31,31,1
09009,1,Cold,31,31,1
09009,2,Cold,28,28,1
09009,3,Cold,29,31,0.9354838709677419
09009,4,Temperate,29,30,0.9666666666666667
09009,5,Temperate,23,31,0.7419354838709677
09009,6,Warm,30,30,1
09009,7,Warm,31,31,1
09009,8,Warm,31,31,1
09009,9,Warm,29,30,0.9666666666666667
09009,10,Temperate,31,31,1
09009,11,Cold,15,30,0.5
09009,12,Cold,31,31,1
09011,1,Cold,31,31,1
09011,2,Cold,28,28,1
09011,3,Cold,29,31,0.9354838709677419
09011,4,Temperate,30,30,1
09011,5,Temperate,23,31,0.7419354838709677
09011,6,Warm,30,30,1
09011,7,Warm,31,31,1
09011,8,Warm,31,31,1
09011,9,Warm,29,30,0.9666666666666667
09011,10,Temperate,31,31,1
09011,11,Cold,15,30,0.5
09011,12,Cold,31,31,1
09013,1,Cold,31,31,1
09013,2,Cold,28,28,1
09013,3,Cold,27,31,0.8709677419354839
09013,4,Temperate,29,30,0.9666666666666667
09013,5,Temperate,21,31,0.6774193548387096
09013,6,Warm,30,30,1
09013,7,Warm,31,31,1
09013,8,Warm,31,31,1
09013,9,Warm,29,30,0.9666666666666667
09013,10,Temperate,31,31,1
09013,11,Cold,15,30,0.5
09013,12,Cold,31,31,1
09015,1,Cold,31,31,1
09015,2,Cold,28,28,1
09015,3,Cold,27,31,0.8709677419354839
09015,4,Temperate,29,30,0.9666666666666667
09015,5,Temperate,22,31,0.7096774193548387
09015,6,Warm,30,30,1
09015,7,Warm,31,31,1
09015,8,Warm,31,31,1
09015,9,Warm,29,30,0.9666666666666667
09015,10,Temperate,31,31,1
09015,11,Cold,15,30,0.5
09015,12,Cold,31,31,1
10001,1,Cold,31,31,1
10001,2,Cold,28,28,1
10001,3,Cold,25,31,0.8064516129032258
10001,4,Temperate,30,30,1
10001,5,Temperate,22,31,0.7096774193548387
10001,6,Warm,30,30,1
10001,7,Warm,31,31,1
10001,8,Warm,31,31,1
10001,9,Warm,28,30,0.9333333333333333
10001,10,Temperate,29,31,0.9354838709677419
10001,11,Cold,16,30,0.5333333333333333
10001,12,Cold,31,31,1
10003,1,Cold,31,31,1
10003,2,Cold,28,28,1
10003,3,Cold,24,31,0.7741935483870968
10003,4,Temperate,30,30,1
10003,5,Temperate,21,31,0.6774193548387096
10003,6,Warm,30,30,1
10003,7,Warm,31,31,1
10003,8,Warm,31,31,1
10003,9,Warm,28,30,0.9333333333333333
10003,10,Temperate,31,31,1
10003,11,Cold,17,30,0.5666666666666667
10003,12,Cold,31,31,1
10005,1,Cold,31,31,1
10005,2,Cold,28,28,1
10005,3,Cold,28,31,0.9032258064516129
10005,4,Temperate,30,30,1
10005,5,Temperate,23,31,0.7419354838709677
10005,6,Warm,30,30,1
10005,7,Warm,31,31,1
10005,8,Warm,31,31,1
10005,9,Warm,28,30,0.9333333333333333
10005,10,Temperate,29,31,0.9354838709677419
10005,11,Cold,16,30,0.5333333333333333
10005,12,Cold,31,31,1
11001,1,Cold,31,31,1
11001,2,Cold,28,28,1
11001,3,Cold,24,31,0.7741935483870968
11001,4,Temperate,30,30,1
11001,5,Temperate,20,31,0.6451612903225806
11001,6,Warm,30,30,1
11001,7,Warm,31,31,1
11001,8,Warm,31,31,1
11001,9,Warm,26,30,0.8666666666666667
11001,10,Temperate,31,31,1
11001,11,Cold,18,30,0.6
11001,12,Cold,31,31,1
12001,1,Cold,31,31,1
12001,2,Cold,27,28,0.9642857142857143
12001,3,Temperate,18,31,0.5806451612903226
12001,4,Temperate,30,30,1
12001,5,Warm,16,31,0.5161290322580645
12001,6,Warm,30,30,1
12001,7,Warm,31,31,1
12001,8,Warm,31,31,1
12001,9,Warm,29,30,0.9666666666666667
12001,10,Temperate,29,31,0.9354838709677419
12001,11,Cold,17,30,0.5666666666666667
12001,12,Cold,31,31,1
12003,1,Cold,31,31,1
12003,2,Cold,27,28,0.9642857142857143
12003,3,Temperate,21,31,0.6774193548387096
12003,4,Temperate,30,30,1
12003,5,Warm,16,31,0.5161290322580645
12003,6,Warm,30,30,1
12003,7,Warm,31,31,1
12003,8,Warm,31,31,1
12003,9,Warm,29,30,0.9666666666666667
12003,10,Temperate,30,31,0.967741935483871
12003,11,Cold,17,30,0.5666666666666667
12003,12,Cold,31,31,1
12005,1,Cold,31,31,1
12005,2,Cold,26,28,0.9285714285714286
12005,3,Temperate,23,31,0.7419354838709677
12005,4,Temperate,30,30,1
12005,5,Warm,22,31,0.7096774193548387
12005,6,Warm,30,30,1
12005,7,Warm,31,31,1
12005,8,Warm,31,31,1
12005,9,Warm,30,30,1
12005,10,Temperate,21,31,0.6774193548387096
12005,11,Cold,18,30,0.6
12005,12,Cold,31,31,1
12007,1,Cold,31,31,1
12007,2,Cold,27,28,0.9642857142857143
12007,3,Temperate,20,31,0.6451612903225806
12007,4,Temperate,30,30,1
12007,5,Warm,17,31,0.5483870967741935
12007,6,Warm,30,30,1
12007,7,Warm,31,31,1
12007,8,Warm,31,31,1
12007,9,Warm,29,30,0.9666666666666667
12007,10,Temperate,29,31,0.9354838709677419
12007,11,Cold,17,30,0.5666666666666667
12007,12,Cold,31,31,1
12009,1,Cold,31,31,1
12009,2,Cold,27,28,0.9642857142857143
12009,3,Cold,24,31,0.7741935483870968
12009,4,Temperate,29,30,0.9666666666666667
12009,5,Temperate,25,31,0.8064516129032258
12009,6,Warm,30,30,1
12009,7,Warm,31,31,1
12009,8,Warm,31,31,1
12009,9,Warm,30,30,1
12009,10,Temperate,31,31,1
12009,11,Cold,16,30,0.5333333333333333
12009,12,Cold,31,31,1
12011,1,Cold,31,31,1
12011,2,Cold,25,28,0.8928571428571429
12011,3,Cold,18,31,0.5806451612903226
12011,4,Temperate,30,30,1
12011,5,Temperate,22,31,0.7096774193548387
12011,6,Warm,30,30,1
12011,7,Warm,31,31,1
12011,8,Warm,31,31,1
12011,9,Warm,30,30,1
12011,10,Temperate,17,31,0.5483870967741935
12011,11,Temperate,17,30,0.5666666666666667
12011,12,Cold,31,31,1
12013,1,Cold,31,31,1
12013,2,Cold,26,28,0.9285714285714286
12013,3,Temperate,22,31,0.7096774193548387
12013,4,Temperate,30,30,1
12013,5,Warm,19,31,0.6129032258064516
12013,6,Warm,30,30,1
12013,7,Warm,31,31,1
12013,8,Warm,31,31,1
12013,9,Warm,29,30,0.9666666666666667
12013,10,Temperate,30,31,0.967741935483871
12013,11,Cold,18,30,0.6
12013,12,Cold,31,31,1
12015,1,Cold,31,31,1
12015,2,Cold,27,28,0.9642857142857143
12015,3,Temperate,16,31,0.5161290322580645
12015,4,Temperate,30,30,1
12015,5,Temperate,17,31,0.5483870967741935
12015,6,Warm,30,30,1
12015,7,Warm,31,31,1
12015,8,Warm,31,31,1
12015,9,Warm,30,30,1
12015,10,Temperate,20,31,0.6451612903225806
12015,11,Temperate,17,30,0.5666666666666667
12015,12,Cold,31,31,1
12017,1,Cold,31,31,1
12017,2,Cold,27,28,0.9642857142857143
12017,3,Cold,16,31,0.5161290322580645
12017,4,Temperate,30,30,1
12017,5,Warm,17,31,0.5483870967741935
12017,6,Warm,30,30,1
12017,7,Warm,31,31,1
12017,8,Warm,31,31,1
12017,9,Warm,29,30,0.9666666666666667
12017,10,Temperate,28,31,0.9032258064516129
12017,11,Cold,16,30,0.5333333333333333
12017,12,Cold,31,31,1
12019,1,Cold,31,31,1
12019,2,Cold,27,28,0.9642857142857143
12019,3,Temperate,17,31,0.5483870967741935
12019,4,Temperate,30,30,1
12019,5,Warm,16,31,0.5161290322580645
12019,6,Warm,30,30,1
12019,7,Warm,31,31,1
12019,8,Warm,31,31,1
12019,9,Warm,29,30,0.9666666666666667
12019,10,Temperate,29,31,0.9354838709677419
12019,11,Cold,17,30,0.5666666666666667
12019,12,Cold,31,31,1
12021,1,Cold,31,31,1
12021,2,Cold,26,28,0.9285714285714286
12021,3,Temperate,16,31,0.5161290322580645
12021,4,Temperate,30,30,1
12021,5,Temperate,16,31,0.5161290322580645
12021,6,Warm,30,30,1
12021,7,Warm,31,31,1
12021,8,Warm,31,31,1
12021,9,Warm,30,30,1
12021,10,Temperate,19,31,0.6129032258064516
12021,11,Temperate,17,30,0.5666666666666667
12021,12,Cold,31,31,1
12023,1,Cold,31,31,1
12023,2,Cold,26,28,0.9285714285714286
12023,3,Temperate,21,31,0.6774193548387096
12023,4,Temperate,30,30,1
12023,5,Warm,18,31,0.5806451612903226
12023,6,Warm,30,30,1
12023,7,Warm,31,31,1
12023,8,Warm,31,31,1
12023,9,Warm,29,30,0.9666666666666667
12023,10,Temperate,29,31,0.9354838709677419
12023,11,Cold,17,30,0.5666666666666667
12023,12,Cold,31,31,1
12027,1,Cold,31,31,1
12027,2,Cold,27,28,0.9642857142857143
12027,3,Cold,17,31,0.5483870967741935
12027,4,Temperate,30,30,1
12027,5,Temperate,19,31,0.6129032258064516
12027,6,Warm,30,30,1
12027,7,Warm,31,31,1
12027,8,Warm,31,31,1
12027,9,Warm,30,30,1
12027,10,Temperate,27,31,0.8709677419354839
12027,11,Cold,16,30,0.5333333333333333
12027,12,Cold,31,31,1
12029,1,Cold,31,31,1
12029,2,Cold,25,28,0.8928571428571429
12029,3,Temperate,22,31,0.7096774193548387
12029,4,Temperate,30,30,1
12029,5,Warm,22,31,0.7096774193548387
12029,6,Warm,30,30,1
12029,7,Warm,31,31,1
12029,8,Warm,31,31,1
12029,9,Warm,30,30,1
12029,10,Temperate,28,31,0.9032258064516129
12029,11,Cold,17,30,0.5666666666666667
12029,12,Cold,31,31,1
12031,1,Cold,31,31,1
12031,2,Cold,27,28,0.9642857142857143
12031,3,Temperate,17,31,0.5483870967741935
12031,4,Temperate,30,30,1
12031,5,Temperate,17,31,0.5483870967741935
12031,6,Warm,30,30,1
12031,7,Warm,31,31,1
12031,8,Warm,31,31,1
12031,9,Warm,29,30,0.9666666666666667
12031,10,Temperate,30,31,0.967741935483871
12031,11,Cold,17,30,0.5666666666666667
12031,12,Cold,31,31,1
12033,1,Cold,31,31,1
12033,2,Cold,27,28,0.9642857142857143
12033,3,Temperate,23,31,0.7419354838709677
12033,4,Temperate,30,30,1
12033,5,Warm,19,31,0.6129032258064516
12033,6,Warm,30,30,1
12033,7,Warm,31,31,1
12033,8,Warm,31,31,1
12033,9,Warm,30,30,1
12033,10,Temperate,28,31,0.9032258064516129
12033,11,Cold,18,30,0.6
12033,12,Cold,31,31,1
12035,1,Cold,31,31,1
12035,2,Cold,27,28,0.9642857142857143
12035,3,Cold,20,31,0.6451612903225806
12035,4,Temperate,29,30,0.9666666666666667
12035,5,Temperate,21,31,0.6774193548387096
12035,6,Warm,30,30,1
12035,7,Warm,31,31,1
12035,8,Warm,31,31,1
12035,9,Warm,29,30,0.9666666666666667
12035,10,Temperate,31,31,1
12035,11,Cold,17,30,0.5666666666666667
12035,12,Cold,31,31,1
12037,1,Cold,31,31,1
12037,2,Cold,26,28,0.9285714285714286
12037,3,Temperate,21,31,0.6774193548387096
12037,4,Temperate,30,30,1
12037,5,Warm,17,31,0.5483870967741935
12037,6,Warm,30,30,1
12037,7,Warm,31,31,1
12037,8,Warm,31,31,1
12037,9,Warm,29,30,0.9666666666666667
12037,10,Temperate,26,31,0.8387096774193549
12037,11,Cold,18,30,0.6
12037,12,Cold,31,31,1
12039,1,Cold,31,31,1
12039,2,Cold,26,28,0.9285714285714286
12039,3,Temperate,22,31,0.7096774193548387
12039,4,Temperate,30,30,1
12039,5,Warm,19,31,0.6129032258064516
12039,6,Warm,30,30,1
12039,7,Warm,31,31,1
12039,8,Warm,31,31,1
12039,9,Warm,29,30,0.9666666666666667
12039,10,Temperate,29,31,0.9354838709677419
12039,11,Cold,18,30,0.6
12039,12,Cold,31,31,1
12041,1,Cold,31,31,1
12041,2,Cold,26,28,0.9285714285714286
12041,3,Temperate,20,31,0.6451612903225806
12041,4,Temperate,30,30,1
12041,5,Warm,17,31,0.5483870967741935
12041,6,Warm,30,30,1
12041,7,Warm,31,31,1
12041,8,Warm,31,31,1
12041,9,Warm,29,30,0.9666666666666667
12041,10,Temperate,29,31,0.9354838709677419
12041,11,Cold,17,30,0.5666666666666667
12041,12,Cold,31,31,1
12043,1,Cold,31,31,1
12043,2,Cold,27,28,0.9642857142857143
12043,3,Cold,23,31,0.7419354838709677
12043,4,Temperate,30,30,1
12043,5,Temperate,26,31,0.8387096774193549
12043,6,Warm,30,30,1
12043,7,Warm,31,31,1
12043,8,Warm,31,31,1
12043,9,Warm,30,30,1
12043,10,Temperate,27,31,0.8709677419354839
12043,11,Cold,17,30,0.5666666666666667
12043,12,Cold,31,31,1
12045,1,Cold,31,31,1
12045,2,Cold,26,28,0.9285714285714286
12045,3,Temperate,20,31,0.6451612903225806
12045,4,Temperate,30,30,1
12045,5,Warm,19,31,0.6129032258064516
12045,6,Warm,30,30,1
12045,7,Warm,31,31,1
12045,8,Warm,31,31,1
12045,9,Warm,30,30,1
12045,10,Temperate,24,31,0.7741935483870968
12045,11,Cold,18,30,0.6
12045,12,Cold,31,31,1
12047,1,Cold,31,31,1
12047,2,Cold,26,28,0.9285714285714286
12047,3,Temperate,21,31,0.6774193548387096
12047,4,Temperate,30,30,1
12047,5,Warm,18,31,0.5806451612903226
12047,6,Warm,30,30,1
12047,7,Warm,31,31,1
12047,8,Warm,31,31,1
12047,9,Warm,29,30,0.9666666666666667
12047,10,Temperate,29,31,0.9354838709677419
12047,11,Cold,17,30,0.5666666666666667
12047,12,Cold,31,31,1
12049,1,Cold,31,31,1
12049,2,Cold,28,28,1
12049,3,Cold,20,31,0.6451612903225806
12049,4,Temperate,30,30,1
12049,5,Temperate,26,31,0.8387096774193549
12049,6,Warm,30,30,1
12049,7,Warm,31,31,1
12049,8,Warm,31,31,1
12049,9,Warm,29,30,0.9666666666666667
12049,10,Temperate,31,31,1
12049,11,Cold,16,30,0.5333333333333333
12049,12,Cold,31,31,1
12051,1,Cold,31,31,1
12051,2,Cold,27,28,0.9642857142857143
12051,3,Cold,23,31,0.7419354838709677
12051,4,Temperate,30,30,1
12051,5,Temperate,26,31,0.8387096774193549
12051,6,Warm,30,30,1
12051,7,Warm,31,31,1
12051,8,Warm,31,31,1
12051,9,Warm,30,30,1
12051,10,Temperate,29,31,0.9354838709677419
12051,11,Cold,17,30,0.5666666666666667
12051,12,Cold,31,31,1
12053,1,Cold,31,31,1
12053,2,Cold,24,28,0.8571428571428571
12053,3,Temperate,19,31,0.6129032258064516
12053,4,Temperate,30,30,1
12053,5,Warm,21,31,0.6774193548387096
12053,6,Warm,30,30,1
12053,7,Warm,31,31,1
12053,8,Warm,31,31,1
12053,9,Warm,30,30,1
12053,10,Temperate,22,31,0.7096774193548387
12053,11,Cold,15,30,0.5
12053,12,Cold,31,31,1
12055,1,Cold,31,31,1
12055,2,Cold,28,28,1
12055,3,Cold,24,31,0.7741935483870968
12055,4,Temperate,30,30,1
12055,5,Temperate,26,31,0.8387096774193549
12055,6,Warm,30,30,1
12055,7,Warm,31,31,1
12055,8,Warm,31,31,1
12055,9,Warm,29,30,0.9666666666666667
12055,10,Temperate,31,31,1
12055,11,Cold,18,30,0.6
12055,12,Cold,31,31,1
12057,1,Cold,31,31,1
12057,2,Cold,27,28,0.9642857142857143
12057,3,Cold,18,31,0.5806451612903226
12057,4,Temperate,30,30,1
12057,5,Temperate,16,31,0.5161290322580645
12057,6,Warm,30,30,1
12057,7,Warm,31,31,1
12057,8,Warm,31,31,1
12057,9,Warm,30,30,1
12057,10,Temperate,26,31,0.8387096774193549
12057,11,Cold,16,30,0.5333333333333333
12057,12,Cold,31,31,1
12059,1,Cold,31,31,1
12059,2,Cold,27,28,0.9642857142857143
12059,3,Temperate,22,31,0.7096774193548387
12059,4,Temperate,30,30,1
12059,5,Warm,20,31,0.6451612903225806
12059,6,Warm,30,30,1
12059,7,Warm,31,31,1
12059,8,Warm,31,31,1
12059,9,Warm,29,30,0.9666666666666667
12059,10,Temperate,30,31,0.967741935483871
12059,11,Cold,18,30,0.6
12059,12,Cold,31,31,1
12061,1,Cold,31,31,1
12061,2,Cold,27,28,0.9642857142857143
12061,3,Cold,24,31,0.7741935483870968
12061,4,Temperate,29,30,0.9666666666666667
12061,5,Temperate,25,31,0.8064516129032258
12061,6,Warm,30,30,1
12061,7,Warm,31,31,1
12061,8,Warm,31,31,1
12061,9,Warm,30,30,1
12061,10,Temperate,28,31,0.9032258064516129
12061,11,Cold,16,30,0.5333333333333333
12061,12,Cold,31,31,1
12063,1,Cold,31,31,1
12063,2,Cold,27,28,0.9642857142857143
12063,3,Temperate,22,31,0.7096774193548387
12063,4,Temperate,30,30,1
12063,5,Warm,17,31,0.5483870967741935
12063,6,Warm,30,30,1
12063,7,Warm,31,31,1
12063,8,Warm,31,31,1
12063,9,Warm,29,30,0.9666666666666667
12063,10,Temperate,30,31,0.967741935483871
12063,11,Cold,18,30,0.6
12063,12,Cold,31,31,1
12065,1,Cold,31,31,1
12065,2,Cold,26,28,0.9285714285714286
12065,3,Temperate,21,31,0.6774193548387096
12065,4,Temperate,30,30,1
12065,5,Warm,20,31,0.6451612903225806
12065,6,Warm,30,30,1
12065,7,Warm,31,31,1
12065,8,Warm,31,31,1
12065,9,Warm,29,30,0.9666666666666667
12065,10,Temperate,29,31,0.9354838709677419
12065,11,Cold,18,30,0.6
12065,12,Cold,31,31,1
12067,1,Cold,31,31,1
12067,2,Cold,26,28,0.9285714285714286
12067,3,Temperate,21,31,0.6774193548387096
12067,4,Temperate,30,30,1
12067,5,Warm,18,31,0.5806451612903226
12067,6,Warm,30,30,1
12067,7,Warm,31,31,1
12067,8,Warm,31,31,1
12067,9,Warm,29,30,0.9666666666666667
12067,10,Temperate,29,31,0.9354838709677419
12067,11,Cold,17,30,0.5666666666666667
12067,12,Cold,31,31,1
12069,1,Cold,31,31,1
12069,2,Cold,28,28,1
12069,3,Cold,22,31,0.7096774193548387
12069,4,Temperate,30,30,1
12069,5,Temperate,22,31,0.7096774193548387
12069,6,Warm,30,30,1
12069,7,Warm,31,31,1
12069,8,Warm,31,31,1
12069,9,Warm,29,30,0.9666666666666667
12069,10,Temperate,29,31,0.9354838709677419
12069,11,Cold,16,30,0.5333333333333333
12069,12,Cold,31,31,1
12071,1,Cold,31,31,1
12071,2,Cold,27,28,0.9642857142857143
12071,3,Temperate,16,31,0.5161290322580645
12071,4,Temperate,30,30,1
12071,5,Temperate,18,31,0.5806451612903226
12071,6,Warm,30,30,1
12071,7,Warm,31,31,1
12071,8,Warm,31,31,1
12071,9,Warm,30,30,1
12071,10,Temperate,23,31,0.7419354838709677
12071,11,Cold,16,30,0.5333333333333333
12071,12,Cold,31,31,1
12073,1,Cold,31,31,1
12073,2,Cold,26,28,0.9285714285714286
12073,3,Temperate,21,31,0.6774193548387096
12073,4,Temperate,30,30,1
12073,5,Warm,19,31,0.6129032258064516
12073,6,Warm,30,30,1
12073,7,Warm,31,31,1
12073,8,Warm,31,31,1
12073,9,Warm,29,30,0.9666666666666667
12073,10,Temperate,29,31,0.9354838709677419
12073,11,Cold,18,30,0.6
12073,12,Cold,31,31,1
12075,1,Cold,31,31,1
12075,2,Cold,26,28,0.9285714285714286
12075,3,Temperate,21,31,0.6774193548387096
12075,4,Temperate,30,30,1
12075,5,Warm,18,31,0.5806451612903226
12075,6,Warm,30,30,1
12075,7,Warm,31,31,1
12075,8,Warm,31,31,1
12075,9,Warm,29,30,0.9666666666666667
12075,10,Temperate,28,31,0.9032258064516129
12075,11,Cold,17,30,0.5666666666666667
12075,12,Cold,31,31,1
12077,1,Cold,31,31,1
12077,2,Cold,26,28,0.9285714285714286
12077,3,Temperate,22,31,0.7096774193548387
12077,4,Temperate,30,30,1
12077,5,Warm,18,31,0.5806451612903226
