StCoFIPS,month,season,n_days,total_days,pct_days
23019,5,Temperate,20,31,0.6451612903225806
23019,6,Warm,30,30,1
23019,7,Warm,31,31,1
23019,8,Warm,31,31,1
23019,9,Warm,30,30,1
23019,10,Temperate,29,31,0.9354838709677419
23019,11,Temperate,17,30,0.5666666666666667
23019,12,Cold,31,31,1
23021,1,Cold,31,31,1
23021,2,Cold,28,28,1
23021,3,Cold,22,31,0.7096774193548387
23021,4,Temperate,30,30,1
23021,5,Warm,16,31,0.5161290322580645
23021,6,Warm,30,30,1
23021,7,Warm,31,31,1
23021,8,Warm,31,31,1
23021,9,Warm,30,30,1
23021,10,Temperate,28,31,0.9032258064516129
23021,11,Temperate,17,30,0.5666666666666667
23021,12,Cold,31,31,1
23023,1,Cold,31,31,1
23023,2,Cold,28,28,1
23023,3,Cold,30,31,0.967741935483871
23023,4,Temperate,28,30,0.9333333333333333
23023,5,Temperate,23,31,0.7419354838709677
23023,6,Warm,29,30,0.9666666666666667
23023,7,Warm,31,31,1
23023,8,Warm,31,31,1
23023,9,Warm,29,30,0.9666666666666667
23023,10,Temperate,31,31,1
23023,11,Temperate,16,30,0.5333333333333333
23023,12,Cold,31,31,1
23025,1,Cold,31,31,1
23025,2,Cold,28,28,1
23025,3,Cold,22,31,0.7096774193548387
23025,4,Temperate,30,30,1
23025,5,Temperate,16,31,0.5161290322580645
23025,6,Warm,30,30,1
23025,7,Warm,31,31,1
23025,8,Warm,31,31,1
23025,9,Warm,30,30,1
23025,10,Temperate,28,31,0.9032258064516129
23025,11,Temperate,17,30,0.5666666666666667
23025,12,Cold,31,31,1
23027,1,Cold,31,31,1
23027,2,Cold,28,28,1
23027,3,Cold,24,31,0.7741935483870968
23027,4,Temperate,30,30,1
23027,5,Temperate,22,31,0.7096774193548387
23027,6,Warm,30,30,1
23027,7,Warm,31,31,1
23027,8,Warm,31,31,1
23027,9,Warm,30,30,1
23027,10,Temperate,27,31,0.8709677419354839
23027,11,Temperate,17,30,0.5666666666666667
23027,12,Cold,31,31,1
23029,1,Cold,31,31,1
23029,2,Cold,28,28,1
23029,3,Cold,25,31,0.8064516129032258
23029,4,Temperate,30,30,1
23029,5,Temperate,22,31,0.7096774193548387
23029,6,Warm,30,30,1
23029,7,Warm,31,31,1
23029,8,Warm,31,31,1
23029,9,Warm,30,30,1
23029,10,Temperate,26,31,0.8387096774193549
23029,11,Temperate,19,30,0.6333333333333333
23029,12,Cold,30,31,0.967741935483871
23031,1,Cold,31,31,1
23031,2,Cold,28,28,1
23031,3,Cold,27,31,0.8709677419354839
23031,4,Temperate,28,30,0.9333333333333333
23031,5,Temperate,23,31,0.7419354838709677
23031,6,Warm,30,30,1
23031,7,Warm,31,31,1
23031,8,Warm,31,31,1
23031,9,Warm,29,30,0.9666666666666667
23031,10,Temperate,31,31,1
23031,11,Cold,15,30,0.5
23031,12,Cold,31,31,1
24001,1,Cold,31,31,1
24001,2,Cold,28,28,1
24001,3,Cold,21,31,0.6774193548387096
24001,4,Temperate,30,30,1
24001,5,Temperate,19,31,0.6129032258064516
24001,6,Warm,30,30,1
24001,7,Warm,31,31,1
24001,8,Warm,31,31,1
24001,9,Warm,26,30,0.8666666666666667
24001,10,Temperate,31,31,1
24001,11,Cold,16,30,0.5333333333333333
24001,12,Cold,31,31,1
24003,1,Cold,31,31,1
24003,2,Cold,28,28,1
24003,3,Cold,25,31,0.8064516129032258
24003,4,Temperate,30,30,1
24003,5,Temperate,20,31,0.6451612903225806
24003,6,Warm,30,30,1
24003,7,Warm,31,31,1
24003,8,Warm,31,31,1
24003,9,Warm,27,30,0.9
24003,10,Temperate,31,31,1
24003,11,Cold,18,30,0.6
24003,12,Cold,31,31,1
24005,1,Cold,31,31,1
24005,2,Cold,28,28,1
24005,3,Cold,25,31,0.8064516129032258
24005,4,Temperate,30,30,1
24005,5,Temperate,21,31,0.6774193548387096
24005,6,Warm,30,30,1
24005,7,Warm,31,31,1
24005,8,Warm,31,31,1
24005,9,Warm,27,30,0.9
24005,10,Temperate,31,31,1
24005,11,Cold,18,30,0.6
24005,12,Cold,31,31,1
24009,1,Cold,31,31,1
24009,2,Cold,28,28,1
24009,3,Cold,25,31,0.8064516129032258
24009,4,Temperate,30,30,1
24009,5,Temperate,20,31,0.6451612903225806
24009,6,Warm,30,30,1
24009,7,Warm,31,31,1
24009,8,Warm,31,31,1
24009,9,Warm,26,30,0.8666666666666667
24009,10,Temperate,30,31,0.967741935483871
24009,11,Cold,17,30,0.5666666666666667
24009,12,Cold,31,31,1
24011,1,Cold,31,31,1
24011,2,Cold,28,28,1
24011,3,Cold,25,31,0.8064516129032258
24011,4,Temperate,30,30,1
24011,5,Temperate,22,31,0.7096774193548387
24011,6,Warm,30,30,1
24011,7,Warm,31,31,1
24011,8,Warm,31,31,1
24011,9,Warm,28,30,0.9333333333333333
24011,10,Temperate,30,31,0.967741935483871
24011,11,Cold,17,30,0.5666666666666667
24011,12,Cold,31,31,1
24013,1,Cold,31,31,1
24013,2,Cold,28,28,1
24013,3,Cold,23,31,0.7419354838709677
24013,4,Temperate,30,30,1
24013,5,Temperate,21,31,0.6774193548387096
24013,6,Warm,30,30,1
24013,7,Warm,31,31,1
24013,8,Warm,31,31,1
24013,9,Warm,27,30,0.9
24013,10,Temperate,31,31,1
24013,11,Cold,18,30,0.6
24013,12,Cold,31,31,1
24015,1,Cold,31,31,1
24015,2,Cold,28,28,1
24015,3,Cold,23,31,0.7419354838709677
24015,4,Temperate,30,30,1
24015,5,Temperate,21,31,0.6774193548387096
24015,6,Warm,30,30,1
24015,7,Warm,31,31,1
24015,8,Warm,31,31,1
24015,9,Warm,28,30,0.9333333333333333
24015,10,Temperate,31,31,1
24015,11,Cold,17,30,0.5666666666666667
24015,12,Cold,31,31,1
24017,1,Cold,31,31,1
24017,2,Cold,28,28,1
24017,3,Cold,25,31,0.8064516129032258
24017,4,Temperate,30,30,1
24017,5,Temperate,20,31,0.6451612903225806
24017,6,Warm,30,30,1
24017,7,Warm,31,31,1
24017,8,Warm,31,31,1
24017,9,Warm,26,30,0.8666666666666667
24017,10,Temperate,31,31,1
24017,11,Cold,18,30,0.6
24017,12,Cold,31,31,1
24019,1,Cold,31,31,1
24019,2,Cold,28,28,1
24019,3,Cold,25,31,0.8064516129032258
24019,4,Temperate,30,30,1
24019,5,Temperate,22,31,0.7096774193548387
24019,6,Warm,30,30,1
24019,7,Warm,31,31,1
24019,8,Warm,31,31,1
24019,9,Warm,28,30,0.9333333333333333
24019,10,Temperate,29,31,0.9354838709677419
24019,11,Cold,17,30,0.5666666666666667
24019,12,Cold,31,31,1
24021,1,Cold,31,31,1
24021,2,Cold,28,28,1
24021,3,Cold,23,31,0.7419354838709677
24021,4,Temperate,30,30,1
24021,5,Temperate,20,31,0.6451612903225806
24021,6,Warm,30,30,1
24021,7,Warm,31,31,1
24021,8,Warm,31,31,1
24021,9,Warm,27,30,0.9
24021,10,Temperate,31,31,1
24021,11,Cold,18,30,0.6
24021,12,Cold,31,31,1
24023,1,Cold,31,31,1
24023,2,Cold,28,28,1
24023,3,Cold,22,31,0.7096774193548387
24023,4,Temperate,30,30,1
24023,5,Temperate,21,31,0.6774193548387096
24023,6,Warm,30,30,1
24023,7,Warm,31,31,1
24023,8,Warm,31,31,1
24023,9,Warm,27,30,0.9
24023,10,Temperate,31,31,1
24023,11,Cold,16,30,0.5333333333333333
24023,12,Cold,31,31,1
24025,1,Cold,31,31,1
24025,2,Cold,28,28,1
24025,3,Cold,24,31,0.7741935483870968
24025,4,Temperate,30,30,1
24025,5,Temperate,21,31,0.6774193548387096
24025,6,Warm,30,30,1
24025,7,Warm,31,31,1
24025,8,Warm,31,31,1
24025,9,Warm,28,30,0.9333333333333333
24025,10,Temperate,31,31,1
24025,11,Cold,18,30,0.6
24025,12,Cold,31,31,1
24027,1,Cold,31,31,1
24027,2,Cold,28,28,1
24027,3,Cold,24,31,0.7741935483870968
24027,4,Temperate,30,30,1
24027,5,Temperate,20,31,0.6451612903225806
24027,6,Warm,30,30,1
24027,7,Warm,31,31,1
24027,8,Warm,31,31,1
24027,9,Warm,27,30,0.9
24027,10,Temperate,31,31,1
24027,11,Cold,18,30,0.6
24027,12,Cold,31,31,1
24029,1,Cold,31,31,1
24029,2,Cold,28,28,1
24029,3,Cold,26,31,0.8387096774193549
24029,4,Temperate,30,30,1
24029,5,Temperate,22,31,0.7096774193548387
24029,6,Warm,30,30,1
24029,7,Warm,31,31,1
24029,8,Warm,31,31,1
24029,9,Warm,28,30,0.9333333333333333
24029,10,Temperate,31,31,1
24029,11,Cold,17,30,0.5666666666666667
24029,12,Cold,31,31,1
24031,1,Cold,31,31,1
24031,2,Cold,28,28,1
24031,3,Cold,24,31,0.7741935483870968
24031,4,Temperate,30,30,1
24031,5,Temperate,20,31,0.6451612903225806
24031,6,Warm,30,30,1
24031,7,Warm,31,31,1
24031,8,Warm,31,31,1
24031,9,Warm,27,30,0.9
24031,10,Temperate,31,31,1
24031,11,Cold,18,30,0.6
24031,12,Cold,31,31,1
24033,1,Cold,31,31,1
24033,2,Cold,28,28,1
24033,3,Cold,24,31,0.7741935483870968
24033,4,Temperate,30,30,1
24033,5,Temperate,20,31,0.6451612903225806
24033,6,Warm,30,30,1
24033,7,Warm,31,31,1
24033,8,Warm,31,31,1
24033,9,Warm,26,30,0.8666666666666667
24033,10,Temperate,31,31,1
24033,11,Cold,18,30,0.6
24033,12,Cold,31,31,1
24035,1,Cold,31,31,1
24035,2,Cold,28,28,1
24035,3,Cold,26,31,0.8387096774193549
24035,4,Temperate,30,30,1
24035,5,Temperate,23,31,0.7419354838709677
24035,6,Warm,30,30,1
24035,7,Warm,31,31,1
24035,8,Warm,31,31,1
24035,9,Warm,28,30,0.9333333333333333
24035,10,Temperate,30,31,0.967741935483871
24035,11,Cold,17,30,0.5666666666666667
24035,12,Cold,31,31,1
24037,1,Cold,31,31,1
24037,2,Cold,28,28,1
24037,3,Cold,26,31,0.8387096774193549
24037,4,Temperate,30,30,1
24037,5,Temperate,20,31,0.6451612903225806
24037,6,Warm,30,30,1
24037,7,Warm,31,31,1
24037,8,Warm,31,31,1
24037,9,Warm,27,30,0.9
24037,10,Temperate,29,31,0.9354838709677419
24037,11,Cold,17,30,0.5666666666666667
24037,12,Cold,31,31,1
24039,1,Cold,31,31,1
24039,2,Cold,28,28,1
24039,3,Cold,26,31,0.8387096774193549
24039,4,Temperate,30,30,1
24039,5,Temperate,22,31,0.7096774193548387
24039,6,Warm,30,30,1
24039,7,Warm,31,31,1
24039,8,Warm,31,31,1
24039,9,Warm,28,30,0.9333333333333333
24039,10,Temperate,29,31,0.9354838709677419
24039,11,Cold,16,30,0.5333333333333333
24039,12,Cold,31,31,1
24041,1,Cold,31,31,1
24041,2,Cold,28,28,1
24041,3,Cold,26,31,0.8387096774193549
24041,4,Temperate,30,30,1
24041,5,Temperate,23,31,0.7419354838709677
24041,6,Warm,30,30,1
24041,7,Warm,31,31,1
24041,8,Warm,31,31,1
24041,9,Warm,28,30,0.9333333333333333
24041,10,Temperate,29,31,0.9354838709677419
24041,11,Cold,17,30,0.5666666666666667
24041,12,Cold,31,31,1
24043,1,Cold,31,31,1
24043,2,Cold,28,28,1
24043,3,Cold,23,31,0.7419354838709677
24043,4,Temperate,30,30,1
24043,5,Temperate,19,31,0.6129032258064516
24043,6,Warm,30,30,1
24043,7,Warm,31,31,1
24043,8,Warm,31,31,1
24043,9,Warm,27,30,0.9
24043,10,Temperate,31,31,1
24043,11,Cold,18,30,0.6
24043,12,Cold,31,31,1
24045,1,Cold,31,31,1
24045,2,Cold,28,28,1
24045,3,Cold,25,31,0.8064516129032258
24045,4,Temperate,30,30,1
24045,5,Temperate,21,31,0.6774193548387096
24045,6,Warm,30,30,1
24045,7,Warm,31,31,1
24045,8,Warm,31,31,1
24045,9,Warm,28,30,0.9333333333333333
24045,10,Temperate,29,31,0.9354838709677419
24045,11,Cold,16,30,0.5333333333333333
24045,12,Cold,31,31,1
24047,1,Cold,31,31,1
24047,2,Cold,28,28,1
24047,3,Cold,28,31,0.9032258064516129
24047,4,Temperate,30,30,1
24047,5,Temperate,23,31,0.7419354838709677
24047,6,Warm,30,30,1
24047,7,Warm,31,31,1
24047,8,Warm,31,31,1
24047,9,Warm,28,30,0.9333333333333333
24047,10,Temperate,29,31,0.9354838709677419
24047,11,Cold,16,30,0.5333333333333333
24047,12,Cold,31,31,1
24510,1,Cold,31,31,1
24510,2,Cold,28,28,1
24510,3,Cold,25,31,0.8064516129032258
24510,4,Temperate,30,30,1
24510,5,Temperate,20,31,0.6451612903225806
24510,6,Warm,30,30,1
24510,7,Warm,31,31,1
24510,8,Warm,31,31,1
24510,9,Warm,27,30,0.9
24510,10,Temperate,31,31,1
24510,11,Cold,18,30,0.6
24510,12,Cold,31,31,1
25001,1,Cold,31,31,1
25001,2,Cold,28,28,1
25001,3,Cold,31,31,1
25001,4,Temperate,22,30,0.7333333333333333
25001,5,Temperate,28,31,0.9032258064516129
25001,6,Warm,28,30,0.9333333333333333
25001,7,Warm,31,31,1
25001,8,Warm,31,31,1
25001,9,Warm,29,30,0.9666666666666667
25001,10,Temperate,28,31,0.9032258064516129
25001,11,Temperate,19,30,0.6333333333333333
25001,12,Cold,31,31,1
25003,1,Cold,31,31,1
25003,2,Cold,28,28,1
25003,3,Cold,25,31,0.8064516129032258
25003,4,Temperate,28,30,0.9333333333333333
25003,5,Temperate,19,31,0.6129032258064516
25003,6,Warm,30,30,1
25003,7,Warm,31,31,1
25003,8,Warm,31,31,1
25003,9,Warm,28,30,0.9333333333333333
25003,10,Temperate,31,31,1
25003,11,Cold,15,30,0.5
25003,12,Cold,31,31,1
25005,1,Cold,31,31,1
25005,2,Cold,28,28,1
25005,3,Cold,28,31,0.9032258064516129
25005,4,Temperate,29,30,0.9666666666666667
25005,5,Temperate,22,31,0.7096774193548387
25005,6,Warm,30,30,1
25005,7,Warm,31,31,1
25005,8,Warm,31,31,1
25005,9,Warm,29,30,0.9666666666666667
25005,10,Temperate,30,31,0.967741935483871
25005,11,Cold,15,30,0.5
25005,12,Cold,31,31,1
25007,1,Cold,31,31,1
25007,2,Cold,28,28,1
25007,3,Cold,31,31,1
25007,4,Temperate,22,30,0.7333333333333333
25007,5,Temperate,29,31,0.9354838709677419
25007,6,Warm,27,30,0.9
25007,7,Warm,31,31,1
25007,8,Warm,31,31,1
25007,9,Warm,30,30,1
25007,10,Temperate,26,31,0.8387096774193549
25007,11,Temperate,24,30,0.8
25007,12,Cold,30,31,0.967741935483871
25009,1,Cold,31,31,1
25009,2,Cold,28,28,1
25009,3,Cold,27,31,0.8709677419354839
25009,4,Temperate,29,30,0.9666666666666667
25009,5,Temperate,23,31,0.7419354838709677
25009,6,Warm,30,30,1
25009,7,Warm,31,31,1
25009,8,Warm,31,31,1
25009,9,Warm,29,30,0.9666666666666667
25009,10,Temperate,31,31,1
25009,11,Cold,15,30,0.5
25009,12,Cold,31,31,1
25011,1,Cold,31,31,1
25011,2,Cold,28,28,1
25011,3,Cold,27,31,0.8709677419354839
25011,4,Temperate,29,30,0.9666666666666667
25011,5,Temperate,18,31,0.5806451612903226
25011,6,Warm,30,30,1
25011,7,Warm,31,31,1
25011,8,Warm,31,31,1
25011,9,Warm,29,30,0.9666666666666667
25011,10,Temperate,31,31,1
25011,11,Cold,15,30,0.5
25011,12,Cold,31,31,1
25013,1,Cold,31,31,1
25013,2,Cold,28,28,1
25013,3,Cold,27,31,0.8709677419354839
25013,4,Temperate,29,30,0.9666666666666667
25013,5,Temperate,20,31,0.6451612903225806
25013,6,Warm,30,30,1
25013,7,Warm,31,31,1
25013,8,Warm,31,31,1
25013,9,Warm,28,30,0.9333333333333333
25013,10,Temperate,31,31,1
25013,11,Cold,16,30,0.5333333333333333
25013,12,Cold,31,31,1
25015,1,Cold,31,31,1
25015,2,Cold,28,28,1
25015,3,Cold,27,31,0.8709677419354839
25015,4,Temperate,29,30,0.9666666666666667
25015,5,Temperate,20,31,0.6451612903225806
25015,6,Warm,30,30,1
25015,7,Warm,31,31,1
25015,8,Warm,31,31,1
25015,9,Warm,28,30,0.9333333333333333
25015,10,Temperate,31,31,1
25015,11,Cold,16,30,0.5333333333333333
25015,12,Cold,31,31,1
25017,1,Cold,31,31,1
25017,2,Cold,28,28,1
25017,3,Cold,27,31,0.8709677419354839
25017,4,Temperate,29,30,0.9666666666666667
25017,5,Temperate,22,31,0.7096774193548387
25017,6,Warm,30,30,1
25017,7,Warm,31,31,1
25017,8,Warm,31,31,1
25017,9,Warm,29,30,0.9666666666666667
25017,10,Temperate,31,31,1
25017,11,Cold,15,30,0.5
25017,12,Cold,31,31,1
25021,1,Cold,31,31,1
25021,2,Cold,28,28,1
25021,3,Cold,27,31,0.8709677419354839
25021,4,Temperate,29,30,0.9666666666666667
25021,5,Temperate,22,31,0.7096774193548387
25021,6,Warm,30,30,1
25021,7,Warm,31,31,1
25021,8,Warm,31,31,1
25021,9,Warm,29,30,0.9666666666666667
25021,10,Temperate,31,31,1
25021,11,Cold,15,30,0.5
25021,12,Cold,31,31,1
25023,1,Cold,31,31,1
25023,2,Cold,28,28,1
25023,3,Cold,29,31,0.9354838709677419
25023,4,Temperate,28,30,0.9333333333333333
25023,5,Temperate,23,31,0.7419354838709677
25023,6,Warm,30,30,1
25023,7,Warm,31,31,1
25023,8,Warm,31,31,1
25023,9,Warm,29,30,0.9666666666666667
25023,10,Temperate,30,31,0.967741935483871
25023,11,Cold,15,30,0.5
25023,12,Cold,31,31,1
25025,1,Cold,31,31,1
25025,2,Cold,28,28,1
25025,3,Cold,27,31,0.8709677419354839
25025,4,Temperate,29,30,0.9666666666666667
25025,5,Temperate,22,31,0.7096774193548387
25025,6,Warm,30,30,1
25025,7,Warm,31,31,1
25025,8,Warm,31,31,1
25025,9,Warm,29,30,0.9666666666666667
25025,10,Temperate,31,31,1
25025,11,Cold,15,30,0.5
25025,12,Cold,31,31,1
25027,1,Cold,31,31,1
25027,2,Cold,28,28,1
25027,3,Cold,27,31,0.8709677419354839
25027,4,Temperate,29,30,0.9666666666666667
25027,5,Temperate,21,31,0.6774193548387096
25027,6,Warm,30,30,1
25027,7,Warm,31,31,1
25027,8,Warm,31,31,1
25027,9,Warm,29,30,0.9666666666666667
25027,10,Temperate,31,31,1
25027,11,Cold,15,30,0.5
25027,12,Cold,31,31,1
26001,1,Cold,31,31,1
26001,2,Cold,28,28,1
26001,3,Cold,25,31,0.8064516129032258
26001,4,Temperate,28,30,0.9333333333333333
26001,5,Temperate,22,31,0.7096774193548387
26001,6,Warm,30,30,1
26001,7,Warm,31,31,1
26001,8,Warm,31,31,1
26001,9,Warm,28,30,0.9333333333333333
26001,10,Temperate,30,31,0.967741935483871
26001,11,Temperate,18,30,0.6
26001,12,Cold,31,31,1
26003,1,Cold,31,31,1
26003,2,Cold,28,28,1
26003,3,Cold,24,31,0.7741935483870968
26003,4,Temperate,29,30,0.9666666666666667
26003,5,Temperate,19,31,0.6129032258064516
26003,6,Warm,30,30,1
26003,7,Warm,31,31,1
26003,8,Warm,31,31,1
26003,9,Warm,30,30,1
26003,10,Temperate,26,31,0.8387096774193549
26003,11,Temperate,21,30,0.7
26003,12,Cold,31,31,1
26005,1,Cold,31,31,1
26005,2,Cold,28,28,1
26005,3,Cold,23,31,0.7419354838709677
26005,4,Temperate,30,30,1
26005,5,Temperate,20,31,0.6451612903225806
26005,6,Warm,30,30,1
26005,7,Warm,31,31,1
26005,8,Warm,31,31,1
26005,9,Warm,27,30,0.9
26005,10,Temperate,31,31,1
26005,11,Cold,18,30,0.6
26005,12,Cold,31,31,1
26007,1,Cold,31,31,1
26007,2,Cold,28,28,1
26007,3,Cold,25,31,0.8064516129032258
26007,4,Temperate,28,30,0.9333333333333333
26007,5,Temperate,22,31,0.7096774193548387
26007,6,Warm,30,30,1
26007,7,Warm,31,31,1
26007,8,Warm,31,31,1
26007,9,Warm,28,30,0.9333333333333333
26007,10,Temperate,30,31,0.967741935483871
26007,11,Temperate,19,30,0.6333333333333333
26007,12,Cold,31,31,1
26009,1,Cold,31,31,1
26009,2,Cold,28,28,1
26009,3,Cold,25,31,0.8064516129032258
26009,4,Temperate,28,30,0.9333333333333333
26009,5,Temperate,19,31,0.6129032258064516
26009,6,Warm,30,30,1
26009,7,Warm,31,31,1
26009,8,Warm,31,31,1
26009,9,Warm,27,30,0.9
26009,10,Temperate,30,31,0.967741935483871
26009,11,Temperate,16,30,0.5333333333333333
26009,12,Cold,31,31,1
26011,1,Cold,31,31,1
26011,2,Cold,28,28,1
26011,3,Cold,25,31,0.8064516129032258
26011,4,Temperate,29,30,0.9666666666666667
26011,5,Temperate,19,31,0.6129032258064516
26011,6,Warm,30,30,1
26011,7,Warm,31,31,1
26011,8,Warm,31,31,1
26011,9,Warm,27,30,0.9
26011,10,Temperate,31,31,1
26011,11,Cold,16,30,0.5333333333333333
26011,12,Cold,31,31,1
26013,1,Cold,31,31,1
26013,2,Cold,28,28,1
26013,3,Temperate,19,31,0.6129032258064516
26013,4,Temperate,30,30,1
26013,5,Warm,19,31,0.6129032258064516
26013,6,Warm,30,30,1
26013,7,Warm,31,31,1
26013,8,Warm,31,31,1
26013,9,Warm,29,30,0.9666666666666667
26013,10,Temperate,28,31,0.9032258064516129
26013,11,Temperate,21,30,0.7
26013,12,Cold,31,31,1
26015,1,Cold,31,31,1
26015,2,Cold,28,28,1
26015,3,Temperate,22,31,0.7096774193548387
26015,4,Temperate,30,30,1
26015,5,Warm,21,31,0.6774193548387096
26015,6,Warm,30,30,1
26015,7,Warm,31,31,1
26015,8,Warm,31,31,1
26015,9,Warm,28,30,0.9333333333333333
26015,10,Temperate,30,31,0.967741935483871
26015,11,Cold,15,30,0.5
26015,12,Cold,31,31,1
26017,1,Cold,31,31,1
26017,2,Cold,28,28,1
26017,3,Cold,19,31,0.6129032258064516
26017,4,Temperate,30,30,1
26017,5,Temperate,17,31,0.5483870967741935
26017,6,Warm,30,30,1
26017,7,Warm,31,31,1
26017,8,Warm,31,31,1
26017,9,Warm,27,30,0.9
26017,10,Temperate,31,31,1
26017,11,Cold,16,30,0.5333333333333333
26017,12,Cold,31,31,1
26019,1,Cold,31,31,1
26019,2,Cold,28,28,1
26019,3,Cold,26,31,0.8387096774193549
26019,4,Temperate,29,30,0.9666666666666667
26019,5,Temperate,22,31,0.7096774193548387
26019,6,Warm,30,30,1
26019,7,Warm,31,31,1
26019,8,Warm,31,31,1
26019,9,Warm,27,30,0.9
26019,10,Temperate,30,31,0.967741935483871
26019,11,Temperate,16,30,0.5333333333333333
26019,12,Cold,31,31,1
26021,1,Cold,31,31,1
26021,2,Cold,28,28,1
26021,3,Cold,20,31,0.6451612903225806
26021,4,Temperate,30,30,1
26021,5,Temperate,21,31,0.6774193548387096
26021,6,Warm,30,30,1
26021,7,Warm,31,31,1
26021,8,Warm,31,31,1
26021,9,Warm,27,30,0.9
26021,10,Temperate,31,31,1
26021,11,Cold,18,30,0.6
26021,12,Cold,31,31,1
26023,1,Cold,31,31,1
26023,2,Cold,28,28,1
26023,3,Temperate,21,31,0.6774193548387096
26023,4,Temperate,30,30,1
26023,5,Warm,21,31,0.6774193548387096
26023,6,Warm,30,30,1
26023,7,Warm,31,31,1
26023,8,Warm,31,31,1
26023,9,Warm,28,30,0.9333333333333333
26023,10,Temperate,30,31,0.967741935483871
26023,11,Cold,16,30,0.5333333333333333
26023,12,Cold,31,31,1
26025,1,Cold,31,31,1
26025,2,Cold,28,28,1
26025,3,Temperate,21,31,0.6774193548387096
26025,4,Temperate,30,30,1
26025,5,Warm,21,31,0.6774193548387096
26025,6,Warm,30,30,1
26025,7,Warm,31,31,1
26025,8,Warm,31,31,1
26025,9,Warm,27,30,0.9
26025,10,Temperate,30,31,0.967741935483871
26025,11,Cold,16,30,0.5333333333333333
26025,12,Cold,31,31,1
26027,1,Cold,31,31,1
26027,2,Cold,28,28,1
26027,3,Temperate,23,31,0.7419354838709677
26027,4,Temperate,30,30,1
26027,5,Warm,21,31,0.6774193548387096
26027,6,Warm,30,30,1
26027,7,Warm,31,31,1
26027,8,Warm,31,31,1
26027,9,Warm,27,30,0.9
26027,10,Temperate,29,31,0.9354838709677419
26027,11,Cold,15,30,0.5
26027,12,Cold,31,31,1
26029,1,Cold,31,31,1
26029,2,Cold,28,28,1
26029,3,Cold,26,31,0.8387096774193549
26029,4,Temperate,28,30,0.9333333333333333
26029,5,Temperate,19,31,0.6129032258064516
26029,6,Warm,30,30,1
26029,7,Warm,31,31,1
26029,8,Warm,31,31,1
26029,9,Warm,28,30,0.9333333333333333
26029,10,Temperate,30,31,0.967741935483871
26029,11,Temperate,19,30,0.6333333333333333
26029,12,Cold,31,31,1
26031,1,Cold,31,31,1
26031,2,Cold,28,28,1
26031,3,Cold,25,31,0.8064516129032258
26031,4,Temperate,29,30,0.9666666666666667
26031,5,Temperate,19,31,0.6129032258064516
26031,6,Warm,30,30,1
26031,7,Warm,31,31,1
26031,8,Warm,31,31,1
26031,9,Warm,28,30,0.9333333333333333
26031,10,Temperate,31,31,1
26031,11,Temperate,19,30,0.6333333333333333
26031,12,Cold,31,31,1
26033,1,Cold,31,31,1
26033,2,Cold,28,28,1
26033,3,Cold,25,31,0.8064516129032258
26033,4,Temperate,29,30,0.9666666666666667
26033,5,Temperate,19,31,0.6129032258064516
26033,6,Warm,30,30,1
26033,7,Warm,31,31,1
26033,8,Warm,31,31,1
26033,9,Warm,29,30,0.9666666666666667
26033,10,Temperate,30,31,0.967741935483871
26033,11,Temperate,21,30,0.7
26033,12,Cold,31,31,1
26035,1,Cold,31,31,1
26035,2,Cold,28,28,1
26035,3,Temperate,19,31,0.6129032258064516
26035,4,Temperate,30,30,1
26035,5,Warm,16,31,0.5161290322580645
26035,6,Warm,30,30,1
26035,7,Warm,31,31,1
26035,8,Warm,31,31,1
26035,9,Warm,27,30,0.9
26035,10,Temperate,31,31,1
26035,11,Cold,16,30,0.5333333333333333
26035,12,Cold,31,31,1
26037,1,Cold,31,31,1
26037,2,Cold,28,28,1
26037,3,Temperate,20,31,0.6451612903225806
26037,4,Temperate,30,30,1
26037,5,Warm,18,31,0.5806451612903226
26037,6,Warm,30,30,1
26037,7,Warm,31,31,1
26037,8,Warm,31,31,1
26037,9,Warm,27,30,0.9
26037,10,Temperate,31,31,1
26037,11,Cold,15,30,0.5
26037,12,Cold,31,31,1
26039,1,Cold,31,31,1
26039,2,Cold,28,28,1
26039,3,Temperate,17,31,0.5483870967741935
26039,4,Temperate,30,30,1
26039,5,Warm,16,31,0.5161290322580645
26039,6,Warm,30,30,1
26039,7,Warm,31,31,1
26039,8,Warm,31,31,1
26039,9,Warm,27,30,0.9
26039,10,Temperate,31,31,1
26039,11,Temperate,16,30,0.5333333333333333
26039,12,Cold,31,31,1
26041,1,Cold,31,31,1
26041,2,Cold,28,28,1
26041,3,Cold,24,31,0.7741935483870968
26041,4,Temperate,30,30,1
26041,5,Temperate,21,31,0.6774193548387096
26041,6,Warm,30,30,1
26041,7,Warm,31,31,1
26041,8,Warm,31,31,1
26041,9,Warm,28,30,0.9333333333333333
26041,10,Temperate,29,31,0.9354838709677419
26041,11,Temperate,19,30,0.6333333333333333
26041,12,Cold,31,31,1
26043,1,Cold,31,31,1
26043,2,Cold,28,28,1
26043,3,Temperate,23,31,0.7419354838709677
26043,4,Temperate,30,30,1
26043,5,Warm,22,31,0.7096774193548387
26043,6,Warm,30,30,1
26043,7,Warm,31,31,1
26043,8,Warm,31,31,1
26043,9,Warm,29,30,0.9666666666666667
26043,10,Temperate,28,31,0.9032258064516129
26043,11,Temperate,18,30,0.6
26043,12,Cold,31,31,1
26045,1,Cold,31,31,1
